Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3
Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
27,300	0,105	0,833	-2,199	0,0025	0,020	-0,053	27,300	0,143	0,770	1,100	0,0034	0,018	0,026	27,300	3,943	28,966	-45,082	0,0941	0,691	-1,076
27,350	0,145	0,723	-2,513	0,0035	0,017	-0,060	27,350	0,184	0,770	-1,414	0,0044	0,018	-0,034	27,350	5,333	26,248	-61,575	0,1273	0,627	-1,470
27,400	0,178	0,581	-2,985	0,0042	0,014	-0,071	27,400	0,220	0,628	-4,084	0,0052	0,015	-0,097	27,400	6,568	22,808	-74,613	0,1568	0,544	-1,781
27,450	0,203	0,424	-3,142	0,0048	0,010	-0,075	27,450	0,247	0,361	-5,812	0,0059	0,009	-0,139	27,450	7,614	18,787	-85,608	0,1818	0,448	-2,044
27,500	0,220	0,267	-3,142	0,0053	0,006	-0,075	27,500	0,256	0,047	-5,969	0,0061	0,001	-0,143	27,500	8,446	14,247	-95,190	0,2016	0,340	-2,272
27,550	0,229	0,110	-2,670	0,0055	0,003	-0,064	27,550	0,251	-0,236	-5,498	0,0060	-0,006	-0,131	27,550	9,038	9,268	-102,416	0,2158	0,221	-2,445
27,600	0,231	0,000	-1,571	0,0055	0,000	-0,037	27,600	0,232	-0,503	-4,869	0,0055	-0,012	-0,116	27,600	9,373	4,006	-106,186	0,2238	0,096	-2,535
27,650	0,229	-0,047	-0,628	0,0055	-0,001	-0,015	27,650	0,201	-0,723	-3,613	0,0048	-0,017	-0,086	27,650	9,439	-1,351	-106,500	0,2253	-0,032	-2,542
27,700	0,226	-0,063	-0,157	0,0054	-0,001	-0,004	27,700	0,160	-0,864	-1,885	0,0038	-0,021	-0,045	27,700	9,238	-6,644	-103,987	0,2205	-0,159	-2,483
27,750	0,223	-0,063	-0,157	0,0053	-0,002	-0,004	27,750	0,115	-0,911	0,471	0,0027	-0,022	0,011	27,750	8,774	-11,750	-98,332	0,2095	-0,281	-2,348
27,800	0,220	-0,079	-0,471	0,0053	-0,002	-0,011	27,800	0,069	-0,817	3,456	0,0016	-0,019	0,083	27,800	8,063	-16,478	-89,850	0,1925	-0,393	-2,145
27,850	0,215	-0,110	-0,628	0,0051	-0,003	-0,015	27,850	0,033	-0,565	5,812	7,8750E-4	-0,013	0,139	27,850	7,127	-20,735	-80,111	0,1701	-0,495	-1,912
27,900	0,209	-0,141	-0,785	0,0050	-0,003	-0,019	27,900	0,013	-0,236	6,597	3,0000E-4	-0,006	0,157	27,900	5,989	-24,489	-69,272	0,1430	-0,585	-1,654
27,950	0,201	-0,188	-1,100	0,0048	-0,004	-0,026	27,950	0,009	0,094	6,283	2,2500E-4	0,002	0,150	27,950	4,678	-27,662	-55,606	0,1117	-0,660	-1,328
28,000	0,190	-0,251	-1,414	0,0045	-0,006	-0,034	28,000	0,022	0,393	5,341	5,2500E-4	0,009	0,128	28,000	3,223	-30,049	-37,856	0,0769	-0,717	-0,904
28,050	0,176	-0,330	-1,571	0,0042	-0,008	-0,037	28,050	0,049	0,628	3,927	0,0012	0,015	0,094	28,050	1,673	-31,447	-18,850	0,0399	-0,751	-0,450
28,100	0,157	-0,408	-1,728	0,0038	-0,010	-0,041	28,100	0,085	0,785	2,199	0,0020	0,019	0,052	28,100	0,079	-31,934	-1,414	0,0019	-0,762	-0,034
28,150	0,135	-0,503	-1,885	0,0032	-0,012	-0,045	28,150	0,127	0,848	2,787E-13	0,0030	0,020	6,661E-15	28,150	-1,521	-31,589	16,493	-0,0363	-0,754	0,394
28,200	0,107	-0,597	-1,728	0,0026	-0,014	-0,041	28,200	0,170	0,785	-2,356	0,0040	0,019	-0,056	28,200	-3,080	-30,285	36,285	-0,0735	-0,723	0,866
28,250	0,075	-0,675	-1,728	0,0018	-0,016	-0,041	28,250	0,206	0,613	-4,712	0,0049	0,015	-0,113	28,250	-4,549	-27,960	55,292	-0,1086	-0,668	1,320
28,300	0,039	-0,770	-1,885	9,3750E-4	-0,018	-0,045	28,300	0,231	0,314	-6,440	0,0055	0,007	-0,154	28,300	-5,876	-24,756	71,314	-0,1403	-0,591	1,703
28,350	-0,002	-0,864	-1,885	-3,7500E-5	-0,021	-0,045	28,350	0,237	-0,031	-6,283	0,0057	-7,500E-4	-0,150	28,350	-7,025	-20,829	85,451	-0,1677	-0,497	2,040
28,400	-0,047	-0,958	-1,728	-0,0011	-0,023	-0,041	28,400	0,228	-0,314	-5,184	0,0054	-0,007	-0,124	28,400	-7,959	-16,211	98,960	-0,1900	-0,387	2,362
28,450	-0,097	-1,037	-1,571	-0,0023	-0,025	-0,038	28,450	0,206	-0,550	-4,241	0,0049	-0,013	-0,101	28,450	-8,646	-10,933	110,113	-0,2064	-0,261	2,629
28,500	-0,151	-1,115	-1,571	-0,0036	-0,027	-0,038	28,500	0,173	-0,738	-2,827	0,0041	-0,018	-0,067	28,500	-9,053	-5,199	115,611	-0,2161	-0,124	2,760
28,550	-0,209	-1,194	-1,414	-0,0050	-0,029	-0,034	28,550	0,132	-0,833	-0,628	0,0031	-0,020	-0,015	28,550	-9,166	0,628	113,254	-0,2188	0,015	2,704
28,600	-0,270	-1,257	-0,942	-0,0064	-0,030	-0,022	28,600	0,090	-0,801	1,885	0,0021	-0,019	0,045	28,600	-8,990	6,126	105,558	-0,2146	0,146	2,520
28,650	-0,335	-1,288	-0,314	-0,0080	-0,031	-0,008	28,650	0,052	-0,644	4,555	0,0012	-0,015	0,109	28,650	-8,553	11,184	97,547	-0,2042	0,267	2,329
28,700	-0,399	-1,288	-4,574E-13	-0,0095	-0,031	-1,110E-14	28,700	0,025	-0,346	6,283	6,0000E-4	-0,008	0,150	28,700	-7,871	15,881	89,221	-0,1879	0,379	2,130
28,750	-0,463	-1,288	0,157	-0,0111	-0,031	0,004	28,750	0,017	-0,016	6,283	4,1250E-4	-3,750E-4	0,150	28,750	-6,965	20,106	79,325	-0,1663	0,480	1,894
28,800	-0,528	-1,272	0,628	-0,0126	-0,030	0,015	28,800	0,024	0,283	5,655	5,6250E-4	0,007	0,135	28,800	-5,861	23,813	68,487	-0,1399	0,569	1,635
28,850	-0,591	-1,225	1,257	-0,0141	-0,029	0,030	28,850	0,046	0,550	4,555	0,0011	0,013	0,109	28,850	-4,584	26,955	55,292	-0,1094	0,643	1,320
28,900	-0,650	-1,147	1,728	-0,0155	-0,027	0,041	28,900	0,079	0,738	2,985	0,0019	0,018	0,071	28,900	-3,165	29,342	38,485	-0,0756	0,700	0,919
28,950	-0,705	-1,052	2,042	-0,0168	-0,025	0,049	28,950	0,119	0,848	0,942	0,0028	0,020	0,023	28,950	-1,649	30,803	19,949	-0,0394	0,735	0,476
29,000	-0,756	-0,942	2,513	-0,0180	-0,023	0,060	29,000	0,163	0,833	-1,414	0,0039	0,020	-0,034	29,000	-0,085	31,337	2,356	-0,0020	0,748	0,056
29,050	-0,800	-0,801	2,827	-0,0191	-0,019	0,068	29,050	0,203	0,707	-3,770	0,0048	0,017	-0,090	29,050	1,484	31,039	-14,765	0,0354	0,741	-0,353
29,100	-0,836	-0,660	2,985	-0,0199	-0,016	0,071	29,100	0,234	0,456	-5,812	0,0056	0,011	-0,139	29,100	3,019	29,861	-33,458	0,0721	0,713	-0,799
29,150	-0,866	-0,503	3,142	-0,0207	-0,012	0,075	29,150	0,248	0,126	-6,597	0,0059	0,003	-0,157	29,150	4,470	27,693	-51,679	0,1067	0,661	-1,234
29,200	-0,886	-0,346	3,142	-0,0211	-0,008	0,075	29,200	0,247	-0,204	-6,126	0,0059	-0,005	-0,146	29,200	5,788	24,693	-66,288	0,1382	0,589	-1,582
29,250	-0,900	-0,188	2,985	-0,0215	-0,005	0,071	29,250	0,228	-0,487	-4,712	0,0054	-0,012	-0,113	29,250	6,940	21,064	-78,383	0,1657	0,503	-1,871
29,300	-0,905	-0,047	1,885	-0,0216	-0,001	0,045	29,300	0,198	-0,675	-3,299	0,0047	-0,016	-0,079	29,300	7,895	16,855	-89,221	0,1885	0,402	-2,130
29,350	-0,905	0,000	0,471	-0,0216	0,000	0,011	29,350	0,160	-0,817	-1,885	0,0038	-0,019	-0,045	29,350	8,625	12,142	-98,018	0,2059	0,290	-2,340
29,400	-0,905	0,000	0,000	-0,0216	0,000	0,000	29,400	0,116	-0,864	0,471	0,0028	-0,021	0,011	29,400	9,109	7,053	-103,516	0,2175	0,168	-2,471
29,450	-0,905	0,000	0,000	-0,0216	0,000	0,000	29,450	0,074	-0,770	3,299	0,0018	-0,018	0,079	29,450	9,331	1,791	-105,401	0,2227	0,043	-2,516
29,500	-0,905	0,000	0,000	-0,0216	0,000	0,000	29,500	0,039	-0,534	5,655	9,3750E-4	-0,013	0,135	29,500	9,288	-3,487	-104,615	0,2217	-0,083	-2,498
29,550	-0,905	0,000	0,000	-0,0216	0,000	0,000	29,550	0,020	-0,204	6,754	4,8750E-4	-0,005	0,161	29,550	8,982	-8,671	-101,002	0,2144	-0,207	-2,411
29,600	-0,905	0,000	0,000	-0,0216	0,000	0,000	29,600	0,019	0,141	6,283	4,5000E-4	0,003	0,150	29,600	8,421	-13,587	-94,091	0,2010	-0,324	-2,246
29,650	-0,905	0,000	0,000	-0,0216	0,000	0,000	29,650	0,035	0,424	4,869	8,2500E-4	0,010	0,116	29,650	7,623	-18,080	-85,137	0,1820	-0,432	-2,033
29,700	-0,905	0,000	0,000	-0,0216	0,000	0,000	29,700	0,061	0,628	3,613	0,0015	0,015	0,086	29,700	6,613	-22,101	-75,398	0,1579	-0,528	-1,800
29,750	-0,905	0,000	0,000	-0,0216	0,000	0,000	29,750	0,097	0,785	2,042	0,0023	0,019	0,049	29,750	5,413	-25,620	-63,617	0,1292	-0,612	-1,519
29,800	-0,905	0,000	0,000	-0,0216	0,000	0,000	29,800	0,140	0,833	-0,314	0,0033	0,020	-0,008	29,800	4,051	-28,463	-48,066	0,0967	-0,679	-1,147
29,850	-0,905	0,000	0,000	-0,0216	0,000	0,000	29,850	0,181	0,754	-2,670	0,0043	0,018	-0,064	29,850	2,567	-30,426	-29,688	0,0613	-0,726	-0,709
29,900	-0,905	0,000	0,000	-0,0216	0,000	0,000	29,900	0,215	0,565	-5,027	0,0051	0,013	-0,120	29,900	1,008	-31,432	-11,624	0,0241	-0,750	-0,278
29,950	-0,905	0,000	0,000	-0,0216	0,000	0,000	29,950	0,237	0,251	-6,440	0,0057	0,006	-0,154	29,950	-0,576	-31,589	5,655	-0,0138	-0,754	0,135
30,000	-0,905	0,000	0,000	-0,0216	0,000	0,000	30,000	0,240	-0,079	-5,969	0,0057	-0,002	-0,143	30,000	-2,150	-30,866	24,347	-0,0513	-0,737	0,581
30,050	-0,905	0,000	0,157	-0,0216	0,000	0,004	30,050	0,229	-0,346	-5,027	0,0055	-0,008	-0,120	30,050	-3,663	-29,154	43,982	-0,0875	-0,696	1,050
30,100	-0,905	0,016	0,314	-0,0216	3,750E-4	0,007	30,100	0,206	-0,581	-4,241	0,0049	-0,014	-0,101	30,100	-5,066	-26,468	61,732	-0,1209	-0,632	1,474
30,150	-0,903	0,031	0,314	-0,0216	7,500E-4	0,008	30,150	0,171	-0,770	-2,670	0,0041	-0,018	-0,064	30,150	-6,310	-22,981	76,341	-0,1506	-0,549	1,822
30,200	-0,902	0,047	0,628	-0,0215	0,001	0,015	30,200	0,129	-0,848	-0,314	0,0031	-0,020	-0,008	30,200	-7,364	-18,834	90,007	-0,1758	-0,450	2,149
30,250	-0,898	0,094	1,100	-0,0214	0,002	0,026	30,250	0,086	-0,801	2,199	0,0021	-0,019	0,053	30,250	-8,193	-13,980	103,201	-0,1956	-0,334	2,464
30,300	-0,892	0,157	1,414	-0,0213	0,004	0,034	30,300	0,049	-0,628	4,712	0,0012	-0,015	0,113	30,300	-8,762	-8,514	112,312	-0,2092	-0,203	2,681
30,350	-0,883	0,236	1,728	-0,0211	0,006	0,041	30,350	0,024	-0,330	6,283	5,6250E-4	-0,008	0,150	30,350	-9,045	-2,749	114,197	-0,2159	-0,066	2,726
30,400	-0,869	0,330	1,885	-0,0207	0,008	0,045	30,400	0,016	-3,469E-17	6,283	3,7500E-4	0,000	0,150	30,400	-9,037	2,906	109,170	-0,2157	0,069	2,606
30,450	-0,850	0,424	2,042	-0,0203	0,010	0,049	30,450	0,024	0,298	5,498	5,6250E-4	0,007	0,131	30,450	-8,754	8,168	101,159	-0,2090	0,195	2,415
30,500	-0,826	0,534	2,356	-0,0197	0,013	0,056	30,500	0,046	0,550	4,241	0,0011	0,013	0,101	30,500	-8,220	13,022	93,305	-0,1962	0,311	2,228
30,550	-0,796	0,660	2,356	-0,0190	0,016	0,056	30,550	0,079	0,723	2,827	0,0019	0,017	0,067	30,550	-7,452	17,499	84,666	-0,1779	0,418	2,021
30,600	-0,760	0,770	2,199	-0,0181	0,018	0,052	30,600	0,118	0,833	0,942	0,0028	0,020	0,022	30,600	-6,470	21,489	74,299	-0,1545	0,513	1,774
30,650	-0,719	0,880	2,356	-0,0172	0,021	0,056	30,650	0,162	0,817	-1,728	0,0039	0,019	-0,041	30,650	-5,303	24,929	62,675	-0,1266	0,595	1,496
30,700	-0,672	1,005	2,199	-0,0160	0,024	0,053	30,700	0,199	0,660	-4,084	0,0048	0,016	-0,097	30,700	-3,977	27,756	48,381	-0,0950	0,663	1,155
30,750	-0,619	1,100	1,885	-0,0148	0,026	0,045	30,750	0,228	0,408	-5,655	0,0054	0,010	-0,135	30,750	-2,527	29,767	30,788	-0,0603	0,711	0,735
30,800	-0,562	1,194	1,885	-0,0134	0,028	0,045	30,800	0,240	0,094	-6,283	0,0057	0,002	-0,150	30,800	-1,001	30,835	12,409	-0,0239	0,736	0,296
30,850	-0,500	1,288	1,414	-0,0119	0,031	0,034	30,850	0,237	-0,220	-5,969	0,0057	-0,005	-0,142	30,850	0,556	31,008	-4,555	0,0133	0,740	-0,109
30,900	-0,434	1,335	0,785	-0,0103	0,032	0,019	30,900	0,218	-0,503	-4,869	0,0052	-0,012	-0,116	30,900	2,100	30,379	-21,834	0,0501	0,725	-0,521
30,950	-0,366	1,367	0,628	-0,0087	0,033	0,015	30,950	0,187	-0,707	-3,142	0,0045	-0,017	-0,075	30,950	3,594	28,824	-40,684	0,0858	0,688	-0,971
31,000	-0,297	1,398	0,157	-0,0071	0,033	0,004	31,000	0,148	-0,817	-1,257	0,0035	-0,020	-0,030	31,000	4,983	26,311	-57,648	0,1189	0,628	-1,376
31,050	-0,226	1,382	-0,471	-0,0054	0,033	-0,011	31,050	0,105	-0,833	0,785	0,0025	-0,020	0,019	31,050	6,225	23,059	-71,000	0,1486	0,550	-1,695
31,100	-0,159	1,351	-0,785	-0,0038	0,032	-0,019	31,100	0,064	-0,738	3,613	0,0015	-0,018	0,086	31,100	7,289	19,211	-82,153	0,1740	0,459	-1,961
31,150	-0,091	1,304	-1,257	-0,0022	0,031	-0,030	31,150	0,031	-0,471	5,969	7,5000E-4	-0,011	0,142	31,150	8,146	14,844	-92,049	0,1945	0,354	-2,197
31,200	-0,028	1,225	-1,885	-6,7500E-4	0,029	-0,045	31,200	0,017	-0,141	6,440	4,1250E-4	-0,003	0,154	31,200	8,773	10,006	-99,903	0,2094	0,239	-2,385
31,250	0,031	1,115	-2,513	7,5000E-4	0,027	-0,060	31,250	0,017	0,173	5,969	4,1250E-4	0,004	0,142	31,250	9,147	4,854	-103,830	0,2184	0,116	-2,479
31,300	0,083	0,974	-2,670	0,0020	0,023	-0,064	31,300	0,035	0,456	4,869	8,2500E-4	0,011	0,116	31,300	9,258	-0,377	-104,301	0,2210	-0,009	-2,490
31,350	0,129	0,848	-2,827	0,0031	0,020	-0,067	31,350	0,063	0,660	3,613	0,0015	0,016	0,086	31,350	9,109	-5,576	-102,573	0,2175	-0,133	-2,449
31,400	0,168	0,691	-3,299	0,0040	0,016	-0,079	31,400	0,101	0,817	2,042	0,0024	0,019	0,049	31,400	8,701	-10,634	-97,704	0,2077	-0,254	-2,333
31,450	0,198	0,518	-3,456	0,0047	0,012	-0,082	31,450	0,145	0,864	-0,471	0,0034	0,021	-0,011	31,450	8,046	-15,347	-89,850	0,1921	-0,366	-2,145
31,500	0,220	0,346	-3,613	0,0053	0,008	-0,086	31,500	0,187	0,770	-3,142	0,0045	0,018	-0,075	31,500	7,166	-19,619	-80,739	0,1711	-0,468	-1,927
31,550	0,232	0,157	-3,142	0,0056	0,004	-0,075	31,550	0,221	0,550	-5,184	0,0053	0,013	-0,124	31,550	6,084	-23,421	-70,372	0,1452	-0,559	-1,680
31,600	0,236	0,031	-1,728	0,0056	7,500E-4	-0,041	31,600	0,242	0,251	-6,283	0,0058	0,006	-0,150	31,600	4,824	-26,656	-57,334	0,1152	-0,636	-1,369
31,650	0,236	-0,016	-0,471	0,0056	-3,750E-4	-0,011	31,650	0,247	-0,079	-6,440	0,0059	-0,002	-0,154	31,650	3,418	-29,154	-40,369	0,0816	-0,696	-0,964
31,700	0,234	-0,016	0,157	0,0056	-3,750E-4	0,004	31,700	0,234	-0,393	-5,498	0,0056	-0,009	-0,131	31,700	1,909	-30,693	-21,677	0,0456	-0,733	-0,518
31,750	0,234	0,000	0,157	0,0056	0,000	0,004	31,750	0,207	-0,628	-3,927	0,0049	-0,015	-0,094	31,750	0,349	-31,322	-4,555	0,0083	-0,748	-0,109
31,800	0,234	0,000	0,000	0,0056	0,000	0,000	31,800	0,171	-0,785	-2,356	0,0041	-0,019	-0,056	31,800	-1,224	-31,149	12,881	-0,0292	-0,744	0,308
31,850	0,234	0,000	0,000	0,0056	0,000	0,000	31,850	0,129	-0,864	-0,314	0,0031	-0,021	-0,007	31,850	-2,766	-30,034	32,201	-0,0660	-0,717	0,769
31,900	0,234	0,000	0,000	0,0056	0,000	0,000	31,900	0,085	-0,817	2,356	0,0020	-0,019	0,056	31,900	-4,227	-27,929	51,051	-0,1009	-0,667	1,219
31,950	0,234	0,000	0,000	0,0056	0,000	0,000	31,950	0,047	-0,628	5,027	0,0011	-0,015	0,120	31,950	-5,559	-24,929	67,387	-0,1327	-0,595	1,609
32,000	0,234	0,000	-0,157	0,0056	0,000	-0,004	32,000	0,022	-0,314	6,597	5,2500E-4	-0,008	0,158	32,000	-6,720	-21,190	81,524	-0,1604	-0,506	1,946
32,050	0,234	-0,016	-0,157	0,0056	-3,750E-4	-0,004	32,050	0,016	0,031	6,440	3,7500E-4	7,500E-4	0,154	32,050	-7,678	-16,776	94,876	-0,1833	-0,400	2,265
32,100	0,232	-0,016	-1,114E-14	0,0056	-3,750E-4	-2,662E-16	32,100	0,025	0,330	5,341	6,0000E-4	0,008	0,127	32,100	-8,397	-11,702	106,500	-0,2005	-0,279	2,542
32,150	0,232	-0,016	-0,471	0,0056	-3,750E-4	-0,011	32,150	0,049	0,565	4,241	0,0012	0,013	0,101	32,150	-8,848	-6,126	112,940	-0,2112	-0,146	2,696
32,200	0,231	-0,063	-1,257	0,0055	-0,001	-0,030	32,200	0,082	0,754	2,827	0,0019	0,018	0,068	32,200	-9,010	-0,408	111,684	-0,2151	-0,010	2,666
32,250	0,226	-0,141	-1,728	0,0054	-0,003	-0,041	32,250	0,124	0,848	0,628	0,0030	0,020	0,015	32,250	-8,889	5,042	105,086	-0,2122	0,120	2,509
32,300	0,217	-0,236	-1,885	0,0052	-0,006	-0,045	32,300	0,167	0,817	-1,885	0,0040	0,019	-0,045	32,300	-8,506	10,100	97,232	-0,2031	0,241	2,321
32,350	0,203	-0,330	-2,042	0,0048	-0,008	-0,049	32,350	0,206	0,660	-4,398	0,0049	0,016	-0,105	32,350	-7,879	14,765	89,378	-0,1881	0,353	2,134
32,400	0,184	-0,440	-2,356	0,0044	-0,011	-0,056	32,400	0,232	0,377	-5,969	0,0055	0,009	-0,143	32,400	-7,029	19,038	80,268	-0,1678	0,455	1,916
32,450	0,159	-0,565	-2,356	0,0038	-0,013	-0,056	32,450	0,243	0,063	-6,283	0,0058	0,001	-0,150	32,450	-5,975	22,792	69,272	-0,1427	0,544	1,654
32,500	0,127	-0,675	-2,356	0,0030	-0,016	-0,056	32,500	0,239	-0,251	-5,969	0,0057	-0,006	-0,143	32,500	-4,750	25,965	56,863	-0,1134	0,620	1,358
32,550	0,091	-0,801	-2,513	0,0022	-0,019	-0,060	32,550	0,218	-0,534	-4,712	0,0052	-0,013	-0,113	32,550	-3,379	28,479	41,312	-0,0807	0,680	0,986
32,600	0,047	-0,927	-2,356	0,0011	-0,022	-0,056	32,600	0,185	-0,723	-2,985	0,0044	-0,017	-0,071	32,600	-1,902	30,096	22,934	-0,0454	0,718	0,548
32,650	-0,002	-1,037	-2,356	-3,7500E-5	-0,025	-0,056	32,650	0,146	-0,833	-1,257	0,0035	-0,020	-0,030	32,650	-0,369	30,772	5,498	-0,0088	0,735	0,131
32,700	-0,057	-1,162	-2,199	-0,0013	-0,028	-0,052	32,700	0,102	-0,848	1,100	0,0024	-0,020	0,026	32,700	1,175	30,646	-10,996	0,0280	0,732	-0,263
32,750	-0,118	-1,257	-1,728	-0,0028	-0,030	-0,041	32,750	0,061	-0,723	3,927	0,0015	-0,017	0,094	32,750	2,695	29,672	-29,217	0,0643	0,708	-0,698
32,800	-0,182	-1,335	-1,414	-0,0043	-0,032	-0,034	32,800	0,030	-0,456	6,126	7,1250E-4	-0,011	0,146	32,800	4,142	27,725	-47,595	0,0989	0,662	-1,136
32,850	-0,251	-1,398	-1,100	-0,0060	-0,033	-0,026	32,850	0,016	-0,110	6,597	3,7500E-4	-0,003	0,157	32,850	5,468	24,913	-63,146	0,1305	0,595	-1,507
32,900	-0,322	-1,445	-0,628	-0,0077	-0,034	-0,015	32,900	0,019	0,204	5,812	4,5000E-4	0,005	0,139	32,900	6,633	21,410	-75,398	0,1584	0,511	-1,800
32,950	-0,396	-1,461	-4,441E-15	-0,0094	-0,035	0,000	32,950	0,036	0,471	4,869	8,6250E-4	0,011	0,116	32,950	7,609	17,373	-85,608	0,1816	0,415	-2,044
33,000	-0,468	-1,445	0,628	-0,0112	-0,034	0,015	33,000	0,066	0,691	3,613	0,0016	0,017	0,086	33,000	8,371	12,849	-94,719	0,1998	0,307	-2,261
33,050	-0,540	-1,398	1,257	-0,0129	-0,033	0,030	33,050	0,105	0,833	1,728	0,0025	0,020	0,041	33,050	8,894	7,901	-101,316	0,2123	0,189	-2,419
33,100	-0,608	-1,319	1,571	-0,0145	-0,032	0,037	33,100	0,149	0,864	-0,785	0,0036	0,021	-0,019	33,100	9,161	2,717	-103,987	0,2187	0,065	-2,482
33,150	-0,672	-1,241	2,042	-0,0160	-0,030	0,049	33,150	0,192	0,754	-3,456	0,0046	0,018	-0,082	33,150	9,166	-2,498	-103,358	0,2188	-0,060	-2,467
33,200	-0,732	-1,115	2,827	-0,0175	-0,027	0,067	33,200	0,225	0,518	-5,341	0,0054	0,012	-0,128	33,200	8,911	-7,618	-100,217	0,2127	-0,182	-2,393
33,250	-0,784	-0,958	3,142	-0,0187	-0,023	0,075	33,250	0,243	0,220	-6,440	0,0058	0,005	-0,154	33,250	8,404	-12,519	-94,091	0,2006	-0,299	-2,246
33,300	-0,828	-0,801	3,299	-0,0198	-0,019	0,079	33,300	0,247	-0,126	-6,440	0,0059	-0,003	-0,154	33,300	7,659	-17,027	-85,766	0,1828	-0,406	-2,048
33,350	-0,864	-0,628	3,770	-0,0206	-0,015	0,090	33,350	0,231	-0,424	-5,184	0,0055	-0,010	-0,124	33,350	6,701	-21,096	-76,498	0,1600	-0,504	-1,826
33,400	-0,891	-0,424	3,927	-0,0213	-0,010	0,094	33,400	0,204	-0,644	-3,927	0,0049	-0,015	-0,094	33,400	5,550	-24,677	-65,188	0,1325	-0,589	-1,556
33,450	-0,906	-0,236	3,299	-0,0216	-0,006	0,079	33,450	0,167	-0,817	-2,199	0,0040	-0,019	-0,053	33,450	4,233	-27,615	-50,423	0,1011	-0,659	-1,204
33,500	-0,914	-0,094	2,199	-0,0218	-0,002	0,053	33,500	0,123	-0,864	0,314	0,0029	-0,021	0,008	33,500	2,788	-29,719	-32,673	0,0666	-0,709	-0,780
33,550	-0,916	-0,016	0,942	-0,0219	-3,750E-4	0,022	33,550	0,080	-0,785	2,827	0,0019	-0,019	0,068	33,550	1,261	-30,882	-14,451	0,0301	-0,737	-0,345
33,600	-0,916	0,000	0,157	-0,0219	0,000	0,004	33,600	0,044	-0,581	5,184	0,0010	-0,014	0,124	33,600	-0,300	-31,165	2,513	-0,0072	-0,744	0,060
33,650	-0,916	0,000	0,000	-0,0219	0,000	0,000	33,650	0,022	-0,267	6,597	5,2500E-4	-0,006	0,157	33,650	-1,855	-30,631	20,263	-0,0443	-0,731	0,484
33,700	-0,916	0,000	0,000	-0,0219	0,000	0,000	33,700	0,017	0,079	6,283	4,1250E-4	0,002	0,150	33,700	-3,363	-29,138	40,055	-0,0803	-0,696	0,956
33,750	-0,916	0,000	0,000	-0,0219	0,000	0,000	33,750	0,030	0,361	5,341	7,1250E-4	0,009	0,128	33,750	-4,769	-26,625	58,120	-0,1139	-0,636	1,388
33,800	-0,916	0,000	0,000	-0,0219	0,000	0,000	33,800	0,053	0,613	4,398	0,0013	0,015	0,105	33,800	-6,026	-23,326	72,571	-0,1439	-0,557	1,732
33,850	-0,916	0,000	0,000	-0,0219	0,000	0,000	33,850	0,091	0,801	2,513	0,0022	0,019	0,060	33,850	-7,102	-19,368	86,237	-0,1695	-0,462	2,059
33,900	-0,916	0,000	0,000	-0,0219	0,000	0,000	33,900	0,134	0,864	0,157	0,0032	0,021	0,004	33,900	-7,962	-14,703	99,274	-0,1901	-0,351	2,370
33,950	-0,916	0,000	0,000	-0,0219	0,000	0,000	33,950	0,178	0,817	-2,199	0,0042	0,019	-0,052	33,950	-8,572	-9,440	108,856	-0,2046	-0,225	2,599
34,000	-0,916	0,000	0,000	-0,0219	0,000	0,000	34,000	0,215	0,644	-4,712	0,0051	0,015	-0,113	34,000	-8,906	-3,817	112,783	-0,2126	-0,091	2,693
34,050	-0,916	0,000	0,000	-0,0219	0,000	0,000	34,050	0,242	0,346	-6,440	0,0058	0,008	-0,154	34,050	-8,954	1,838	109,328	-0,2138	0,044	2,610
34,100	-0,916	0,000	0,000	-0,0219	0,000	0,000	34,100	0,250	0,000	-6,440	0,0060	0,000	-0,154	34,100	-8,723	7,116	101,474	-0,2082	0,170	2,422
34,150	-0,916	0,000	0,000	-0,0219	0,000	0,000	34,150	0,242	-0,298	-5,498	0,0058	-0,007	-0,131	34,150	-8,242	11,985	93,777	-0,1968	0,286	2,239
34,200	-0,916	0,000	0,000	-0,0219	0,000	0,000	34,200	0,220	-0,550	-4,555	0,0052	-0,013	-0,109	34,200	-7,524	16,493	85,294	-0,1796	0,394	2,036
34,250	-0,916	0,000	0,000	-0,0219	0,000	0,000	34,250	0,187	-0,754	-3,299	0,0045	-0,018	-0,079	34,250	-6,593	20,515	75,241	-0,1574	0,490	1,796
