Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2
Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)	Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)
279.400	117.73	99.26	18.47	1.301	-14.750	-143.728	0.0311	-0.352	-3.431	0.1	279.400	117.35	99.26	18.09	-0.248	-4.634	291.226	-0.0059	-0.111	6.952	29.1
279.450				0.281	-15.535	135.246	0.0067	-0.371	3.229		279.450				0.027	12.017	205.303	6.3750E-4	0.287	4.901	
279.500				-0.253	-1.225	289.184	-0.0060	-0.029	6.904	0.1	279.500				0.953	15.896	-48.066	0.0228	0.379	-1.148	29.1
279.550				0.159	13.383	165.876	0.0038	0.319	3.960		279.550				1.616	7.210	-224.310	0.0386	0.172	-5.355	
279.600	171.00	99.27	71.74	1.085	15.362	-81.681	0.0259	0.367	-1.950	0.1	279.600	131.54	99.26	32.28	1.674	-6.535	-243.002	0.0400	-0.156	-5.801	29.1
279.650				1.695	5.215	-250.071	0.0405	0.125	-5.970		279.650				0.963	-17.090	-53.093	0.0230	-0.408	-1.268	
279.700				1.607	-9.645	-226.352	0.0384	-0.230	-5.404	0.2	279.700				-0.035	-11.844	227.294	-8.2500E-4	-0.283	5.426	29.2
279.750				0.730	-17.420	10.681	0.0174	-0.416	0.255		279.750				-0.221	5.639	280.230	-0.0053	0.135	6.690	
279.800	98.15	99.27	-1.12	-0.135	-8.577	255.569	-0.0032	-0.205	6.101	0.2	279.800	170.42	99.26	71.16	0.529	16.179	63.617	0.0126	0.386	1.519	29.2
279.850				-0.127	8.137	248.971	-0.0030	0.194	5.944		279.850				1.396	12.001	-163.677	0.0333	0.286	-3.907	
279.900				0.679	16.321	25.447	0.0162	0.390	0.608	0.2	279.900				1.729	-0.188	-255.883	0.0413	-0.004	-6.109	29.2
279.950				1.505	10.681	-195.564	0.0359	0.255	-4.669		279.950				1.378	-13.587	-162.892	0.0329	-0.324	-3.889	
280.000	140.22	99.27	40.96	1.747	-3.236	-264.836	0.0417	-0.077	-6.323	0.2	280.000	107.51	99.26	8.25	0.371	-16.478	109.642	0.0089	-0.393	2.618	29.2
280.050				1.181	-15.802	-111.212	0.0282	-0.377	-2.655		280.050				-0.270	-2.623	295.938	-0.0064	-0.063	7.065	
280.100				0.167	-14.357	168.547	0.0040	-0.343	4.024	0.2	280.100				0.108	13.116	180.170	0.0026	0.313	4.301	29.3
280.150				-0.254	1.052	289.027	-0.0061	0.025	6.900		280.150				1.041	15.394	-71.000	0.0249	0.368	-1.695	
280.200	162.32	99.27	63.05	0.272	14.546	135.246	0.0065	0.347	3.229	0.2	280.200	203.51	99.26	104.25	1.648	6.016	-231.378	0.0393	0.144	-5.524	29.3
280.250				1.200	14.577	-112.940	0.0287	0.348	-2.696		280.250				1.643	-7.744	-232.949	0.0392	-0.185	-5.561	
280.300				1.729	3.252	-260.438	0.0413	0.078	-6.217	0.2	280.300				0.873	-17.279	-29.217	0.0209	-0.412	-0.697	29.3
280.350				1.525	-11.467	-204.204	0.0364	-0.274	-4.875		280.350				-0.085	-10.666	240.960	-0.0020	-0.255	5.753	
280.400	100.26	99.27	1.00	0.583	-17.169	50.894	0.0139	-0.410	1.215	0.2	280.400	139.86	99.26	40.59	-0.193	6.817	269.392	-0.0046	0.163	6.431	29.4
280.450				-0.192	-6.377	272.219	-0.0046	-0.152	6.499		280.450				0.597	16.273	45.239	0.0143	0.389	1.080	
280.500				-0.055	10.053	227.451	-0.0013	0.240	5.430	0.2	280.500				1.434	11.341	-172.788	0.0342	0.271	-4.125	29.4
280.550				0.814	16.368	-10.053	0.0194	0.391	-0.240		280.550				1.731	-1.005	-255.412	0.0413	-0.024	-6.097	
280.600	160.21	99.27	60.94	1.582	9.048	-218.498	0.0378	0.216	-5.216	0.2	280.600	152.92	99.26	53.67	1.334	-14.200	-150.797	0.0318	-0.339	-3.600	29.4
280.650				1.718	-5.482	-257.925	0.0410	-0.131	-6.157		280.650				0.311	-16.085	126.135	0.0074	-0.384	3.011	
280.700				1.034	-16.745	-71.785	0.0247	-0.400	-1.714	0.2	280.700				-0.275	-1.587	296.724	-0.0066	-0.038	7.084	29.4
280.750				0.044	-12.661	203.418	0.0011	-0.302	4.856		280.750				0.152	13.587	166.662	0.0036	0.324	3.979	
280.800	108.26	99.26	9.00	-0.232	3.597	281.173	-0.0055	0.086	6.712	0.2	280.800	196.25	99.27	96.99	1.084	15.080	-81.210	0.0259	0.360	-1.939	29.5
280.850				0.404	15.457	98.646	0.0096	0.369	2.355		280.850				1.660	5.466	-233.106	0.0396	0.130	-5.565	
280.900				1.313	13.462	-143.885	0.0314	0.321	-3.435	0.2	280.900				1.630	-8.231	-228.394	0.0389	-0.197	-5.452	29.5
280.950				1.750	1.068	-267.036	0.0418	0.026	-6.375		280.950				0.837	-17.373	-18.850	0.0200	-0.415	-0.450	
281.000	111.24	99.26	11.98	1.420	-13.242	-176.086	0.0339	-0.316	-4.204	0.2	281.000	116.80	99.26	17.54	-0.107	-10.116	248.029	-0.0025	-0.241	5.921	29.5
281.050				0.426	-16.540	94.405	0.0102	-0.395	2.254		281.050				-0.174	7.430	264.365	-0.0042	0.177	6.311	
281.100				-0.234	-3.801	283.529	-0.0056	-0.091	6.769	0.2	281.100				0.636	16.321	35.186	0.0152	0.390	0.840	29.5
281.150				0.046	11.812	197.606	0.0011	0.282	4.718		281.150				1.458	10.948	-179.385	0.0348	0.261	-4.282	
281.200	153.03	99.27	53.77	0.947	15.959	-45.082	0.0226	0.381	-1.076	0.2	281.200	187.08	99.26	87.82	1.731	-1.618	-255.883	0.0413	-0.039	-6.109	29.6
281.250				1.641	7.304	-234.363	0.0392	0.174	-5.595		281.250				1.296	-14.640	-141.215	0.0309	-0.350	-3.371	
281.300				1.678	-7.477	-245.673	0.0401	-0.178	-5.865	0.3	281.300				0.267	-15.739	139.330	0.0064	-0.376	3.326	29.6
281.350				0.894	-17.263	-33.929	0.0213	-0.412	-0.810		281.350				-0.278	-0.707	298.294	-0.0066	-0.017	7.121	
281.400	99.47	99.27	0.20	-0.049	-10.870	231.221	-0.0012	-0.260	5.520	0.3	281.400	167.88	99.26	68.62	0.196	14.090	155.195	0.0047	0.336	3.705	29.6
281.450				-0.193	5.859	269.392	-0.0046	0.140	6.431		281.450				1.131	14.813	-94.091	0.0270	0.354	-2.246	
281.500				0.537	16.069	63.303	0.0128	0.384	1.511	0.3	281.500				1.678	4.681	-240.175	0.0401	0.112	-5.734	29.7
281.550				1.414	12.189	-171.217	0.0338	0.291	-4.087		281.550				1.599	-9.205	-221.640	0.0382	-0.220	-5.291	
281.600	131.53	99.26	32.27	1.756	-1.052	-268.449	0.0419	-0.025	-6.409	0.3	281.600	124.77	99.25	25.52	0.757	-17.483	2.670	0.0181	-0.417	0.064	29.7
281.650				1.308	-14.656	-145.613	0.0312	-0.350	-3.476		281.650				-0.149	-8.938	260.909	-0.0036	-0.213	6.229	
281.700				0.291	-15.614	132.889	0.0069	-0.373	3.173	0.3	281.700				-0.137	8.608	253.055	-0.0033	0.206	6.041	29.7
281.750				-0.253	-1.367	289.812	-0.0060	-0.033	6.919		281.750				0.712	16.368	15.237	0.0170	0.391	0.364	
281.800	131.76	99.27	32.49	0.154	13.367	167.761	0.0037	0.319	4.005	0.3	281.800	204.08	99.26	104.82	1.500	10.132	-191.480	0.0358	0.242	-4.571	29.7
281.850				1.084	15.410	-81.210	0.0259	0.368	-1.939		281.850				1.725	-2.780	-254.940	0.0412	-0.066	-6.086	
281.900				1.695	5.246	-249.914	0.0405	0.125	-5.966	0.3	281.900				1.222	-15.362	-122.365	0.0292	-0.367	-2.921	29.8
281.950				1.608	-9.582	-226.352	0.0384	-0.229	-5.404		281.950				0.188	-15.017	161.321	0.0045	-0.359	3.851	
282.000	98.38	99.26	-0.88	0.737	-17.389	8.796	0.0176	-0.415	0.210	0.3	282.000	137.74	99.26	38.48	-0.280	0.770	297.195	-0.0067	0.018	7.095	29.8
282.050				-0.130	-8.702	254.155	-0.0031	-0.208	6.067		282.050				0.265	14.703	135.246	0.0063	0.351	3.229	
282.100				-0.134	8.027	250.699	-0.0032	0.192	5.985	0.3	282.100				1.191	14.294	-109.956	0.0284	0.341	-2.625	29.8
282.150				0.672	16.368	27.175	0.0161	0.391	0.649		282.150				1.695	3.707	-245.516	0.0405	0.089	-5.861	
282.200	170.58	99.27	71.31	1.503	10.744	-196.193	0.0359	0.257	-4.684	0.3	282.200	154.82	99.26	55.57	1.561	-10.257	-212.058	0.0373	-0.245	-5.062	29.8
282.250				1.747	-3.252	-265.465	0.0417	-0.078	-6.338		282.250				0.669	-17.499	27.018	0.0160	-0.418	0.645	
282.300				1.178	-15.802	-110.741	0.0281	-0.377	-2.644	0.3	282.300				-0.188	-7.556	273.319	-0.0045	-0.180	6.525	29.9
282.350				0.167	-14.326	168.075	0.0040	-0.342	4.013		282.350				-0.086	9.833	238.604	-0.0021	0.235	5.696	
282.400	113.26	99.27	13.99	-0.254	1.005	287.927	-0.0061	0.024	6.874	0.3	282.400	195.79	99.26	96.53	0.795	16.305	-6.283	0.0190	0.389	-0.150	29.9
282.450				0.267	14.467	136.031	0.0064	0.345	3.247		282.450				1.544	9.205	-203.575	0.0369	0.220	-4.860	
282.500				1.192	14.608	-110.898	0.0285	0.349	-2.648	0.3	282.500				1.715	-4.053	-253.055	0.0410	-0.097	-6.041	29.9
282.550				1.728	3.377	-260.124	0.0413	0.081	-6.210		282.550				1.139	-16.101	-100.217	0.0272	-0.384	-2.392	
282.600	106.09	99.26	6.83	1.530	-11.404	-205.774	0.0365	-0.272	-4.913	0.3	282.600	108.57	99.26	9.32	0.105	-14.074	186.611	0.0025	-0.336	4.455	30.0
282.650				0.587	-17.200	49.637	0.0140	-0.411	1.185		282.650				-0.269	2.560	295.310	-0.0064	0.061	7.050	
282.700				-0.190	-6.440	271.591	-0.0045	-0.154	6.484	0.3	282.700				0.361	15.457	109.642	0.0086	0.369	2.617	30.0
282.750				-0.057	9.959	227.451	-0.0013	0.238	5.430		282.750				1.277	13.525	-132.261	0.0305	0.323	-3.158	
282.800	159.47	99.27	60.21	0.806	16.305	-7.854	0.0192	0.389	-0.187	0.3	282.800	186.22	99.26	86.97	1.714	2.231	-250.699	0.0409	0.053	-5.985	30.0
282.850				1.574	9.173	-215.356	0.0376	0.219	-5.141		282.850				1.500	-11.545	-195.093	0.0358	-0.276	-4.658	
282.900				1.723	-5.231	-258.553	0.0411	-0.125	-6.172	0.3	282.900				0.559	-17.279	57.177	0.0134	-0.413	1.365	30.0
282.950				1.051	-16.682	-76.341	0.0251	-0.398	-1.822		282.950				-0.228	-5.828	283.843	-0.0054	-0.139	6.776	
283.000	101.54	99.27	2.27	0.055	-12.865	200.434	0.0013	-0.307	4.785	0.3	283.000	168.90	99.26	69.64	-0.024	11.106	219.126	-5.6250E-4	0.265	5.231	30.1
283.050				-0.236	3.362	282.272	-0.0056	0.080	6.739		283.050				0.883	16.085	-29.845	0.0211	0.384	-0.712	
283.100				0.391	15.362	102.259	0.0093	0.367	2.441	0.3	283.100				1.585	8.121	-214.414	0.0378	0.194	-5.119	30.1
283.150				1.301	13.587	-139.801	0.0311	0.324	-3.337		283.150				1.695	-5.356	-247.558	0.0405	-0.128	-5.910	
283.200	163.40	99.27	64.13	1.750	1.382	-265.779	0.0418	0.033	-6.345	0.3	283.200	124.07	99.26	24.82	1.049	-16.635	-76.341	0.0251	-0.397	-1.822	30.1
283.250				1.439	-12.990	-180.642	0.0344	-0.310	-4.313		283.250				0.031	-12.990	207.502	7.5000E-4	-0.310	4.954	
283.300				0.451	-16.682	87.965	0.0108	-0.398	2.100	0.3	283.300				-0.250	4.115	288.241	-0.0060	0.098	6.881	30.2
283.350				-0.229	-4.194	283.372	-0.0055	-0.100	6.765		283.350				0.443	15.834	86.865	0.0106	0.378	2.074	
283.400	139.16	99.27	39.90	0.031	11.655	202.633	7.5000E-4	0.278	4.837	0.3	283.400	203.83	99.26	104.57	1.334	12.802	-147.341	0.0318	0.306	-3.517	30.2
283.450				0.936	16.069	-42.097	0.0224	0.384	-1.005		283.450				1.723	1.100	-254.155	0.0411	0.026	-6.068	
283.500				1.638	7.446	-234.206	0.0391	0.178	-5.591	0.3	283.500				1.444	-12.614	-180.485	0.0345	-0.301	-4.309	30.2
283.550				1.681	-7.351	-246.615	0.0401	-0.175	-5.887		283.550				0.462	-16.949	83.566	0.0110	-0.405	1.995	
283.600	114.70	99.26	15.43	0.903	-17.216	-36.600	0.0216	-0.411	-0.874	0.3	283.600	109.12	99.26	9.86	-0.251	-4.257	290.598	-0.0060	-0.102	6.937	30.2
283.650				-0.041	-11.011	228.551	-9.7500E-4	-0.263	5.456		283.650				0.036	12.111	200.748	8.6250E-4	0.289	4.792	
283.700				-0.198	5.639	270.177	-0.0047	0.135	6.450	0.3	283.700				0.960	15.818	-49.480	0.0229	0.378	-1.181	30.3
283.750				0.523	16.006	66.916	0.0125	0.382	1.597		283.750				1.618	7.163	-223.053	0.0386	0.171	-5.325	
283.800	171.20	99.27	71.93	1.403	12.331	-168.075	0.0335	0.294	-4.012	0.3	283.800	153.70	99.26	54.44	1.676	-6.487	-241.746	0.0400	-0.155	-5.771	30.3
283.850				1.756	-0.801	-267.978	0.0419	-0.019	-6.398		283.850				0.969	-17.012	-54.664	0.0231	-0.406	-1.305	
283.900				1.323	-14.467	-149.383	0.0316	-0.345	-3.566	0.3	283.900				-0.025	-11.954	223.524	-6.0000E-4	-0.285	5.336	30.3
283.950				0.309	-15.739	127.078	0.0074	-0.376	3.034		283.950				-0.226	5.341	280.073	-0.0054	0.128	6.686	
284.000	119.02	99.27	19.76	-0.251	-1.759	288.241	-0.0060	-0.042	6.881	0.3	284.000	195.83	99.26	96.57	0.509	16.054	68.487	0.0122	0.383	1.635	30.3
284.050				0.134	13.085	172.945	0.0032	0.312	4.129		284.050				1.379	12.189	-157.708	0.0329	0.291	-3.765	
284.100				1.057	15.535	-74.299	0.0252	0.371	-1.774	0.3	284.100				1.728	0.283	-253.527	0.0413	0.007	-6.053	30.4
284.150				1.687	5.655	-248.029	0.0403	0.135	-5.921		284.150				1.407	-13.163	-169.960	0.0336	-0.314	-4.058	
284.200	136.06	99.27	36.80	1.623	-9.268	-230.750	0.0387	-0.221	-5.509	0.3	284.200	108.72	99.25	9.46	0.412	-16.713	98.646	0.0098	-0.399	2.355	30.4
284.250				0.760	-17.420	2.199	0.0182	-0.416	0.053		284.250				-0.264	-3.299	294.996	-0.0063	-0.079	7.043	
284.300				-0.119	-9.048	250.699	-0.0028	-0.216	5.985	0.3	284.300				0.082	12.786	188.653	0.0020	0.305	4.504	30.4
284.350				-0.145	7.650	253.213	-0.0034	0.183	6.045		284.350				1.015	15.567	-63.617	0.0242	0.372	-1.519	
284.400	164.42	99.27	65.15	0.646	16.273	34.086	0.0154	0.388	0.814	0.3	284.400	187.19	99.26	87.93	1.638	6.425	-228.394	0.0391	0.153	-5.452	30.4
284.450				1.483	11.058	-189.595	0.0354	0.264	-4.526		284.450				1.657	-7.273	-236.562	0.0396	-0.174	-5.648	
284.500				1.751	-2.686	-266.250	0.0418	-0.064	-6.356	0.3	284.500				0.911	-17.232	-38.799	0.0218	-0.411	-0.926	30.5
284.550				1.214	-15.567	-120.166	0.0290	-0.372	-2.869		284.550				-0.066	-11.153	236.405	-0.0016	-0.266	5.644	
284.600	99.33	99.26	0.07	0.195	-14.703	160.378	0.0047	-0.351	3.829	0.3	284.600	122.34	99.25	23.08	-0.204	6.409	274.261	-0.0049	0.153	6.548	30.5
284.650				-0.256	0.471	289.498	-0.0061	0.011	6.911		284.650				0.575	16.273	51.365	0.0137	0.389	1.226	
284.700				0.242	14.247	143.257	0.0058	0.340	3.420	0.3	284.700				1.423	11.545	-171.374	0.0340	0.276	-4.091	30.5
284.750				1.169	14.797	-104.301	0.0279	0.353	-2.490		284.750				1.729	-0.864	-256.982	0.0413	-0.021	-6.135	
284.800	157.97	99.27	58.70	1.722	3.817	-257.611	0.0411	0.091	-6.150	0.3	284.800	124.53	99.25	25.28	1.337	-14.153	-152.524	0.0319	-0.338	-3.641	30.6
284.850				1.550	-10.964	-210.958	0.0370	-0.262	-5.036		284.850				0.314	-16.116	125.350	0.0075	-0.385	2.992	
284.900				0.625	-17.279	39.741	0.0149	-0.413	0.949	0.3	284.900				-0.275	-1.618	297.352	-0.0066	-0.039	7.099	30.6
284.950				-0.178	-6.990	268.606	-0.0042	-0.167	6.412		284.950				0.152	13.619	167.290	0.0036	0.325	3.994	
285.000	146.25	99.27	46.99	-0.074	9.582	233.421	-0.0018	0.229	5.573	0.3	285.000	178.64	99.26	79.38	1.087	15.111	-82.781	0.0260	0.361	-1.976	30.6
285.050				0.781	16.352	-0.785	0.0186	0.390	-0.019		285.050				1.663	5.341	-236.719	0.0397	0.127	-5.651	
285.100				1.561	9.503	-211.901	0.0373	0.227	-5.059	0.3	285.100				1.621	-8.561	-227.766	0.0387	-0.204	-5.438	30.6
285.150				1.731	-4.838	-260.281	0.0413	-0.116	-6.214		285.150				0.807	-17.436	-11.153	0.0193	-0.416	-0.266	
285.200	109.22	99.26	9.95	1.078	-16.525	-83.566	0.0257	-0.395	-1.995	0.3	285.200	109.00	99.26	9.75	-0.123	-9.676	253.370	-0.0029	-0.231	6.049	30.7
285.250				0.079	-13.195	193.993	0.0019	-0.315	4.631		285.250				-0.160	7.901	260.909	-0.0038	0.189	6.229	
285.300				-0.242	2.875	284.471	-0.0058	0.069	6.791	0.3	285.300				0.668	16.415	27.175	0.0159	0.392	0.649	30.7
285.350				0.366	15.252	109.328	0.0087	0.364	2.610		285.350				1.481	10.619	-186.925	0.0354	0.253	-4.462	
285.400	169.96	99.27	70.70	1.283	13.807	-135.560	0.0306	0.330	-3.236	0.3	285.400	153.33	99.26	54.07	1.729	-2.278	-257.297	0.0413	-0.054	-6.142	30.7
285.450				1.747	1.696	-265.308	0.0417	0.041	-6.334		285.450				1.253	-15.111	-130.376	0.0299	-0.361	-3.113	
285.500				1.453	-12.723	-184.569	0.0347	-0.304	-4.406	0.3	285.500				0.218	-15.315	153.467	0.0052	-0.366	3.664	30.7
285.550				0.474	-16.760	81.053	0.0113	-0.400	1.935		285.550				-0.278	0.236	298.452	-0.0066	0.006	7.125	
285.600	100.08	99.26	0.82	-0.223	-4.618	280.387	-0.0053	-0.110	6.694	0.3	285.600	149.26	99.26	50.00	0.242	14.530	142.314	0.0058	0.347	3.397	30.8
285.650				0.013	11.278	207.502	3.0000E-4	0.269	4.954		285.650				1.175	14.467	-105.558	0.0281	0.345	-2.520	
285.700				0.905	16.132	-34.086	0.0216	0.385	-0.814	0.3	285.700				1.689	3.974	-244.102	0.0403	0.095	-5.828	30.8
285.750				1.626	7.870	-230.593	0.0388	0.188	-5.505		285.750				1.572	-9.943	-214.728	0.0375	-0.237	-5.126	
285.800	128.62	99.26	29.36	1.692	-6.927	-250.228	0.0404	-0.165	-5.974	0.3	285.800	108.39	99.26	9.14	0.694	-17.499	19.949	0.0166	-0.418	0.476	30.8
285.850				0.933	-17.153	-44.768	0.0223	-0.410	-1.069		285.850				-0.178	-7.948	269.706	-0.0042	-0.190	6.439	
285.900				-0.024	-11.404	223.053	-5.6250E-4	-0.272	5.325	0.3	285.900				-0.101	9.472	242.531	-0.0024	0.226	5.790	30.9
285.950				-0.207	5.152	272.533	-0.0049	0.123	6.506		285.950				0.770	16.305	0.314	0.0184	0.389	0.007	
286.000	134.17	99.27	34.90	0.492	15.849	74.927	0.0117	0.378	1.789	0.3	286.000	201.84	99.26	102.58	1.530	9.503	-197.920	0.0365	0.227	-4.725	30.9
286.050				1.378	12.645	-160.378	0.0329	0.302	-3.829		286.050				1.720	-3.487	-252.427	0.0411	-0.083	-6.026	
286.100				1.756	-0.188	-267.350	0.0419	-0.004	-6.382	0.3	286.100				1.181	-15.739	-110.741	0.0282	-0.376	-2.644	30.9
286.150				1.359	-14.090	-158.651	0.0324	-0.336	-3.788		286.150				0.146	-14.561	174.201	0.0035	-0.348	4.159	
286.200	98.01	99.26	-1.25	0.347	-16.054	117.024	0.0083	-0.383	2.794	0.3	286.200	123.09	99.26	23.83	-0.275	1.681	296.567	-0.0066	0.040	7.080	30.9
286.250				-0.247	-2.388	288.241	-0.0059	-0.057	6.881		286.250				0.314	15.095	122.365	0.0075	0.360	2.921	
286.300				0.108	12.771	180.642	0.0026	0.305	4.312	0.3	286.300				1.235	13.917	-121.423	0.0295	0.332	-2.899	31.0
286.350				1.030	15.677	-67.073	0.0246	0.374	-1.601		286.350				1.706	2.953	-248.657	0.0407	0.070	-5.936	
286.400	151.20	99.26	51.93	1.676	6.063	-244.887	0.0400	0.145	-5.846	0.3	286.400	123.85	99.26	24.59	1.530	-10.948	-203.418	0.0365	-0.261	-4.856	31.0
286.450				1.637	-8.812	-234.520	0.0391	-0.210	-5.599		286.450				0.611	-17.389	42.569	0.0146	-0.415	1.016	
286.500				0.795	-17.389	-7.069	0.0190	-0.415	-0.169	0.3	286.500				-0.209	-6.692	278.502	-0.0050	-0.160	6.649	31.0
286.550				-0.102	-9.519	246.458	-0.0024	-0.227	5.884		286.550				-0.058	10.462	229.336	-0.0014	0.250	5.475	
286.600	115.01	99.27	15.75	-0.157	7.257	257.925	-0.0037	0.173	6.158	0.3	286.600	179.62	99.26	80.36	0.837	16.242	-17.593	0.0200	0.388	-0.420	31.0
286.650				0.624	16.273	40.369	0.0149	0.389	0.964		286.650				1.566	8.702	-209.387	0.0374	0.208	-4.999	
286.700				1.470	11.294	-186.297	0.0351	0.270	-4.448	0.3	286.700				1.707	-4.697	-250.542	0.0408	-0.112	-5.981	31.1
286.750				1.753	-2.356	-266.564	0.0419	-0.056	-6.364		286.750				1.096	-16.352	-88.750	0.0262	-0.390	-2.119	
286.800	104.85	99.26	5.59	1.235	-15.362	-125.350	0.0295	-0.367	-2.992	0.3	286.800	109.23	99.26	9.98	0.072	-13.572	195.407	0.0017	-0.324	4.665	31.1
286.850				0.217	-14.891	153.781	0.0052	-0.355	3.671		286.850				-0.261	3.189	291.697	-0.0062	0.076	6.964	
286.900				-0.254	0.016	289.027	-0.0061	3.750E-4	6.900	0.3	286.900				0.391	15.598	100.688	0.0093	0.372	2.404	31.1
286.950				0.218	14.012	149.540	0.0052	0.335	3.570		286.950				1.299	13.258	-137.445	0.0310	0.317	-3.281	
287.000	161.30	99.27	62.03	1.147	14.970	-98.018	0.0274	0.357	-2.340	0.3	287.000	200.73	99.26	101.47	1.717	1.854	-250.699	0.0410	0.044	-5.985	31.1
287.050				1.715	4.210	-255.726	0.0410	0.100	-6.105		287.050				1.484	-11.812	-190.381	0.0354	-0.282	-4.545	
287.100				1.568	-10.603	-215.199	0.0374	-0.253	-5.137	0.3	287.100				0.536	-17.185	63.460	0.0128	-0.410	1.515	31.2
287.150				0.655	-17.310	31.102	0.0156	-0.413	0.742		287.150				-0.234	-5.466	285.257	-0.0056	-0.131	6.810	
287.200	102.27	99.26	3.01	-0.163	-7.493	263.894	-0.0039	-0.179	6.300	0.3	287.200	148.59	99.26	49.33	-0.011	11.341	214.885	-2.6250E-4	0.271	5.130	31.2
287.250				-0.094	9.079	238.604	-0.0022	0.217	5.696		287.250				0.900	16.022	-33.929	0.0215	0.382	-0.810	
287.300				0.745	16.368	8.325	0.0178	0.391	0.199	0.3	287.300				1.591	7.948	-214.885	0.0380	0.190	-5.130	31.2
287.350				1.543	9.912	-207.817	0.0368	0.237	-4.961		287.350				1.695	-5.466	-246.301	0.0405	-0.130	-5.880	
287.400	121.33	99.26	22.06	1.736	-4.414	-262.952	0.0414	-0.105	-6.277	0.3	287.400	108.74	99.26	9.48	1.045	-16.682	-74.613	0.0249	-0.398	-1.781	31.3
287.450				1.101	-16.383	-90.635	0.0263	-0.391	-2.164		287.450				0.027	-12.928	208.759	6.3750E-4	-0.309	4.984	
287.500				0.097	-13.477	187.710	0.0023	-0.322	4.481	0.3	287.500				-0.248	4.194	287.456	-0.0059	0.100	6.863	31.3
287.550				-0.247	2.388	285.100	-0.0059	0.057	6.806		287.550				0.446	15.818	85.766	0.0107	0.378	2.047	
287.600	141.53	99.27	42.26	0.336	15.033	116.710	0.0080	0.359	2.786	0.3	287.600	201.33	99.26	102.07	1.334	12.771	-146.398	0.0318	0.305	-3.495	31.3
287.650				1.257	14.059	-127.863	0.0300	0.336	-3.052		287.650				1.723	1.178	-252.113	0.0411	0.028	-6.019	
287.700				1.742	2.246	-264.051	0.0416	0.054	-6.304	0.3	287.700				1.451	-12.441	-181.898	0.0347	-0.297	-4.342	31.3
287.750				1.481	-12.346	-192.266	0.0354	-0.295	-4.590		287.750				0.479	-17.012	79.639	0.0114	-0.406	1.901	
287.800	97.86	99.26	-1.40	0.507	-16.980	72.257	0.0121	-0.405	1.725	0.3	287.800	122.18	99.26	22.92	-0.250	-4.477	290.440	-0.0060	-0.107	6.934	31.4
287.850				-0.217	-5.121	279.759	-0.0052	-0.122	6.679		287.850				0.031	12.032	203.261	7.5000E-4	0.287	4.852	
287.900				-0.005	10.996	213.157	-1.1250E-4	0.262	5.089	0.4	287.900				0.953	15.849	-48.223	0.0228	0.378	-1.151	31.4
287.950				0.883	16.195	-28.274	0.0211	0.387	-0.675		287.950				1.616	7.210	-223.367	0.0386	0.172	-5.333	
288.000	170.92	99.27	71.65	1.615	8.168	-227.294	0.0386	0.195	-5.426	0.3	288.000	177.74	99.26	78.48	1.674	-6.487	-242.374	0.0400	-0.155	-5.786	31.4
288.050				1.700	-6.535	-252.270	0.0406	-0.156	-6.022		288.050				0.968	-17.027	-54.350	0.0231	-0.406	-1.297	
288.100				0.961	-17.059	-52.150	0.0230	-0.407	-1.245	0.4	288.100				-0.028	-11.922	225.409	-6.7500E-4	-0.285	5.381	31.4
288.150				-0.006	-11.750	218.812	-1.5000E-4	-0.281	5.224		288.150				-0.225	5.513	280.702	-0.0054	0.132	6.701	
288.200	121.38	99.27	22.11	-0.214	4.822	275.675	-0.0051	0.115	6.581	0.4	288.200	178.54	99.26	79.28	0.523	16.148	65.502	0.0125	0.386	1.564	31.5
288.250				0.476	15.818	79.797	0.0114	0.378	1.905		288.250				1.390	12.064	-163.049	0.0332	0.288	-3.893	
288.300				1.368	12.802	-158.179	0.0327	0.306	-3.776	0.4	288.300				1.729	-0.157	-257.611	0.0413	-0.004	-6.150	31.5
288.350				1.756	0.000	-267.664	0.0419	0.000	-6.390		288.350				1.374	-13.697	-163.049	0.0328	-0.327	-3.893	
288.400	133.23	99.26	33.97	1.368	-13.964	-161.321	0.0327	-0.333	-3.851	0.4	288.400	109.18	99.25	9.93	0.360	-16.462	113.412	0.0086	-0.393	2.707	31.5
288.450				0.360	-16.132	113.569	0.0086	-0.385	2.711		288.450				-0.272	-2.356	298.137	-0.0065	-0.056	7.117	
288.500				-0.245	-2.608	288.084	-0.0058	-0.062	6.878	0.4	288.500				0.124	13.352	176.872	0.0030	0.319	4.223	31.6
