Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4
Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität;Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität;Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität;Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität
109,000;4,819;0,055;0,010;0,1150500;0,001;2,344E-4;0,0;0,0476990;109,000;3,027;0,020;0,010;0,0722625;4,688E-4;2,344E-4;0,5;0,4719391;109,000;3,946;0,043;0,039;0,0942000;0,001;9,375E-4;0,1;0,0677795;109,000;4,723;0,075;-6,627E-15;0,1127625;0,002;-1,583E-16;0,1;0,0530090
109,200;4,830;0,055;-0,010;0,1153125;0,001;-2,344E-4;0,1;0,0575562;109,200;3,032;0,020;-1,743E-15;0,0723750;4,688E-4;-4,161E-17;0,4;0,3664246;109,200;3,955;0,047;-0,010;0,0944250;0,001;-2,344E-4;0,1;0,0521698;109,200;4,738;0,075;-0,010;0,1131000;0,002;-2,344E-4;0,1;0,0652771
109,400;4,841;0,051;-0,020;0,1155750;0,001;-4,687E-4;0,1;0,0547180;109,400;3,035;0,020;0,010;0,0724500;4,688E-4;2,344E-4;0,3;0,3051300;109,400;3,965;0,039;-0,039;0,0946500;9,375E-4;-9,375E-4;0,0;0,0498962;109,400;4,753;0,071;-0,010;0,1134750;0,002;-2,344E-4;0,1;0,0797424
109,600;4,851;0,047;4,545E-15;0,1158000;0,001;1,084E-16;0,0;0,0485382;109,600;3,039;0,024;1,743E-15;0,0725625;5,625E-4;4,161E-17;0,3;0,2695312;109,600;3,971;0,031;0,020;0,0948000;7,500E-4;4,688E-4;0,0;0,0483856;109,600;4,766;0,071;0,029;0,1137750;0,002;7,031E-4;0,1;0,0746765
109,800;4,860;0,051;0,020;0,1160250;0,001;4,688E-4;0,0;0,0410614;109,800;3,044;0,020;-0,020;0,0726750;4,688E-4;-4,687E-4;0,2;0,2332001;109,800;3,977;0,047;0,079;0,0949500;0,001;0,002;0,0;0,0470734;109,800;4,782;0,082;0,020;0,1141500;0,002;4,688E-4;0,1;0,0528564
110,000;4,871;0,055;0,010;0,1162875;0,001;2,344E-4;0,0;0,0420685;110,000;3,047;0,016;-0,020;0,0727500;3,750E-4;-4,688E-4;0,2;0,2229462;110,000;3,990;0,063;0,020;0,0952500;0,002;4,687E-4;0,1;0,0500488;110,000;4,799;0,079;-0,029;0,1145625;0,002;-7,031E-4;0,0;0,0479889
110,200;4,882;0,055;-4,892E-15;0,1165500;0,001;-1,166E-16;0,0;0,0417175;110,200;3,050;0,012;-4,172E-15;0,0728250;2,812E-4;-1,199E-16;0,2;0,2198944;110,200;4,002;0,055;-0,039;0,0955500;0,001;-9,375E-4;0,1;0,0557251;110,200;4,813;0,071;-0,010;0,1149000;0,002;-2,344E-4;0,1;0,0547180
110,400;4,893;0,055;0,000;0,1168125;0,001;0,000;0,0;0,0426025;110,400;3,052;0,016;0,020;0,0728625;3,750E-4;4,688E-4;0,2;0,2137756;110,400;4,012;0,047;-2,776E-15;0,0957750;0,001;0,000;0,1;0,0545654;110,400;4,827;0,075;-0,010;0,1152375;0,002;-2,344E-4;0,1;0,0693359
110,600;4,904;0,055;-0,010;0,1170750;0,001;-2,344E-4;0,1;0,0508423;110,600;3,057;0,020;0,010;0,0729750;4,688E-4;2,344E-4;0,2;0,2206268;110,600;4,021;0,055;0,039;0,0960000;0,001;9,375E-4;0,1;0,0514679;110,600;4,843;0,067;-0,029;0,1156125;0,002;-7,031E-4;0,1;0,0710449
110,800;4,915;0,051;-0,010;0,1173375;0,001;-2,344E-4;0,1;0,0531158;110,800;3,060;0,020;1,743E-15;0,0730500;4,688E-4;4,161E-17;0,2;0,2384949;110,800;4,034;0,063;-0,010;0,0963000;0,002;-2,344E-4;0,0;0,0497284;110,800;4,854;0,063;0,010;0,1158750;0,002;2,344E-4;0,1;0,0601196
111,000;4,924;0,051;0,010;0,1175625;0,001;2,344E-4;0,0;0,0474243;111,000;3,065;0,020;-1,743E-15;0,0731625;4,688E-4;-4,161E-17;0,3;0,2802124;111,000;4,046;0,051;-0,039;0,0966000;0,001;-9,375E-4;0,0;0,0469208;111,000;4,868;0,071;-5,586E-15;0,1162125;0,002;-1,328E-16;0,0;0,0447693
111,200;4,935;0,055;0,010;0,1178250;0,001;2,344E-4;0,0;0,0410919;111,200;3,068;0,020;-1,743E-15;0,0732375;4,688E-4;-4,161E-17;0,3;0,3158112;111,200;4,054;0,047;0,020;0,0967875;0,001;4,687E-4;0,1;0,0518951;111,200;4,882;0,063;-0,010;0,1165500;0,001;-2,344E-4;0,0;0,0446930
111,400;4,946;0,055;-0,020;0,1180875;0,001;-4,688E-4;0,0;0,0395660;111,400;3,072;0,020;0,000;0,0733500;4,688E-4;0,000;0,4;0,4393158;111,400;4,065;0,059;0,039;0,0970500;0,001;9,375E-4;0,1;0,0795593;111,400;4,893;0,067;0,039;0,1168125;0,002;9,375E-4;0,0;0,0464935
111,600;4,957;0,047;-0,020;0,1183500;0,001;-4,687E-4;0,0;0,0388794;111,600;3,076;0,020;1,743E-15;0,0734250;4,688E-4;4,161E-17;0,6;0,6427155;111,600;4,078;0,063;-0,039;0,0973500;0,001;-9,375E-4;0,1;0,1039886;111,600;4,909;0,079;0,020;0,1171875;0,002;4,688E-4;0,1;0,0503082
111,800;4,965;0,047;0,020;0,1185375;0,001;4,688E-4;0,0;0,0393524;111,800;3,080;0,020;-0,010;0,0735375;4,688E-4;-2,344E-4;0,8;0,8431549;111,800;4,090;0,043;-0,049;0,0976500;0,001;-0,001;0,1;0,1157379;111,800;4,924;0,075;-0,010;0,1175625;0,002;-2,344E-4;0,1;0,0541534
112,000;4,976;0,055;0,020;0,1188000;0,001;4,687E-4;0,0;0,0441895;112,000;3,083;0,016;-1,743E-15;0,0736125;3,750E-4;-4,161E-17;1,1;1,0882721;112,000;4,095;0,043;0,049;0,0977625;0,001;0,001;0,1;0,0855103;112,000;4,939;0,075;-0,010;0,1179000;0,002;-2,344E-4;0,0;0,0468903
112,200;4,987;0,055;-0,010;0,1190625;0,001;-2,344E-4;0,1;0,0511169;112,200;3,087;0,020;-4,172E-15;0,0736875;4,688E-4;-1,199E-16;1,2;1,2454681;112,200;4,108;0,063;0,049;0,0980625;0,001;0,001;0,0;0,0482178;112,200;4,954;0,071;-0,020;0,1182750;0,002;-4,688E-4;0,0;0,0435486
112,400;4,998;0,051;5,551E-15;0,1193250;0,001;0,000;0,1;0,0606537;112,400;3,091;0,016;-0,020;0,0738000;3,750E-4;-4,688E-4;1,3;1,2583008;112,400;4,120;0,063;-0,010;0,0983625;0,001;-2,344E-4;0,0;0,0447388;112,400;4,967;0,067;0,010;0,1185750;0,002;2,344E-4;0,0;0,0444641
112,600;5,008;0,055;0,029;0,1195500;0,001;7,031E-4;0,1;0,0565948;112,600;3,093;0,012;4,172E-15;0,0738375;2,812E-4;1,199E-16;1,2;1,2000275;112,600;4,133;0,059;5,586E-15;0,0986625;0,001;2,196E-16;0,0;0,0460052;112,600;4,981;0,075;0,029;0,1189125;0,002;7,031E-4;0,1;0,0506744
112,800;5,020;0,063;0,010;0,1198500;0,002;2,344E-4;0,0;0,0424347;112,800;3,096;0,016;0,010;0,0739125;3,750E-4;2,344E-4;1,1;1,1378326;112,800;4,144;0,063;0,020;0,0989250;0,002;4,688E-4;0,1;0,0591888;112,800;4,997;0,079;-0,010;0,1192875;0,002;-2,344E-4;0,1;0,0687256
113,000;5,033;0,059;-0,029;0,1201500;0,001;-7,031E-4;0,0;0,0405579;113,000;3,099;0,016;-1,396E-15;0,0739875;3,750E-4;-3,320E-17;0,9;0,8567200;113,000;4,158;0,067;-0,029;0,0992625;0,002;-7,031E-4;0,1;0,1088104;113,000;5,012;0,071;-1,422E-15;0,1196625;0,002;-1,664E-16;0,1;0,0689545
113,200;5,044;0,051;-0,020;0,1204125;0,001;-4,688E-4;0,0;0,0403900;113,200;3,102;0,016;0,020;0,0740625;3,750E-4;4,687E-4;0,7;0,7256470;113,200;4,170;0,051;-0,059;0,0995625;0,001;-0,001;0,1;0,1246185;113,200;5,025;0,079;0,020;0,1199625;0,002;4,687E-4;0,0;0,0452881
113,400;5,053;0,051;0,010;0,1206375;0,001;2,344E-4;0,0;0,0386658;113,400;3,105;0,024;0,029;0,0741375;5,625E-4;7,031E-4;0,4;0,4052429;113,400;4,178;0,043;0,010;0,0997500;0,001;2,344E-4;0,1;0,0907288;113,400;5,044;0,079;-0,020;0,1204125;0,002;-4,688E-4;0,0;0,0429535
113,600;5,064;0,055;4,545E-15;0,1209000;0,001;1,084E-16;0,0;0,0409546;113,600;3,112;0,027;2,099E-15;0,0742875;6,562E-4;5,014E-17;0,3;0,2750549;113,600;4,188;0,055;0,059;0,0999750;0,001;0,001;0,1;0,0708313;113,600;5,056;0,071;0,020;0,1207125;0,002;4,688E-4;0,0;0,0421906
113,800;5,075;0,051;-0,020;0,1211625;0,001;-4,687E-4;0,0;0,0456848;113,800;3,116;0,024;-0,020;0,0744000;5,625E-4;-4,687E-4;0,2;0,2333984;113,800;4,200;0,067;4,892E-15;0,1002750;0,002;1,166E-16;0,1;0,0514984;113,800;5,072;0,086;0,010;0,1210875;0,002;2,344E-4;0,0;0,0476837
114,000;5,085;0,047;-4,545E-15;0,1213875;0,001;-1,084E-16;0,0;0,0480347;114,000;3,121;0,020;-0,010;0,0745125;4,688E-4;-2,344E-4;0,2;0,2234650;114,000;4,214;0,055;-0,039;0,1006125;0,001;-9,375E-4;0,0;0,0472260;114,000;5,091;0,075;-0,049;0,1215375;0,002;-0,001;0,1;0,0506134
114,200;5,094;0,051;0,039;0,1216125;0,001;9,375E-4;0,0;0,0466003;114,200;3,124;0,020;-1,743E-15;0,0745875;4,688E-4;-4,161E-17;0,2;0,1956635;114,200;4,222;0,051;0,020;0,1008000;0,001;4,687E-4;0,0;0,0454102;114,200;5,102;0,067;0,020;0,1218000;0,002;4,687E-4;0,0;0,0496216
114,400;5,105;0,063;0,020;0,1218750;0,001;4,688E-4;0,0;0,0381622;114,400;3,129;0,020;-0,010;0,0747000;4,688E-4;-2,344E-4;0,2;0,1829987;114,400;4,235;0,063;0,039;0,1011000;0,001;9,375E-4;0,0;0,0436707;114,400;5,118;0,082;0,020;0,1221750;0,002;4,687E-4;0,0;0,0435028
114,600;5,119;0,059;-0,039;0,1222125;0,001;-9,375E-4;0,0;0,0379944;114,600;3,132;0,016;-0,010;0,0747750;3,750E-4;-2,344E-4;0,2;0,1806488;114,600;4,247;0,067;5,586E-15;0,1014000;0,002;2,196E-16;0,0;0,0462189;114,600;5,135;0,075;-0,029;0,1225875;0,002;-7,031E-4;0,0;0,0437164
114,800;5,129;0,047;-0,010;0,1224375;0,001;-2,344E-4;0,0;0,0383911;114,800;3,135;0,016;-0,010;0,0748500;3,750E-4;-2,344E-4;0,2;0,1691895;114,800;4,262;0,063;-0,020;0,1017375;0,002;-4,687E-4;0,0;0,0487518;114,800;5,148;0,071;0,010;0,1228875;0,002;2,344E-4;0,0;0,0468750
115,000;5,138;0,055;0,029;0,1226625;0,001;7,031E-4;0,0;0,0398407;115,000;3,138;0,012;-4,172E-15;0,0749250;2,813E-4;-1,199E-16;0,2;0,1670532;115,000;4,273;0,059;0,020;0,1020000;0,001;4,687E-4;0,0;0,0423584;115,000;5,163;0,079;-6,280E-15;0,1232625;0,002;-1,502E-16;0,1;0,0524139
115,200;5,151;0,059;-0,010;0,1229625;0,001;-2,344E-4;0,1;0,0502167;115,200;3,140;0,016;0,029;0,0749625;3,750E-4;7,031E-4;0,2;0,1705170;115,200;4,285;0,071;-5,239E-15;0,1023000;0,002;-1,247E-16;0,0;0,0423431;115,200;5,179;0,071;-0,020;0,1236375;0,002;-4,688E-4;0,1;0,0561218
115,400;5,162;0,051;-0,010;0,1232250;0,001;-2,344E-4;0,1;0,0586395;115,400;3,145;0,024;0,029;0,0750750;5,625E-4;7,031E-4;0,2;0,1814728;115,400;4,301;0,059;-0,049;0,1026750;0,001;-0,001;0,0;0,0430603;115,400;5,191;0,071;0,020;0,1239375;0,002;4,688E-4;0,0;0,0449677
115,600;5,171;0,055;0,020;0,1234500;0,001;4,688E-4;0,1;0,0507965;115,600;3,149;0,027;0,020;0,0751875;6,562E-4;4,688E-4;0,2;0,2017212;115,600;4,309;0,051;0,029;0,1028625;0,001;7,031E-4;0,1;0,0518341;115,600;5,207;0,079;-0,010;0,1243125;0,002;-2,344E-4;0,0;0,0417938
115,800;5,184;0,059;-0,010;0,1237500;0,001;-2,344E-4;0,0;0,0433197;115,800;3,156;0,031;0,010;0,0753375;7,500E-4;2,344E-4;0,3;0,3155365;115,800;4,321;0,071;0,029;0,1031625;0,002;7,031E-4;0,1;0,0990601;115,800;5,223;0,067;-0,029;0,1246875;0,002;-7,031E-4;0,0;0,0434113
116,000;5,195;0,051;-0,010;0,1240125;0,001;-2,344E-4;0,0;0,0376892;116,000;3,162;0,031;-2,793E-15;0,0754875;7,500E-4;-6,641E-17;0,4;0,4477844;116,000;4,337;0,063;-0,029;0,1035375;0,002;-7,031E-4;0,1;0,1164551;116,000;5,234;0,067;-0,059;0,1249500;0,002;-0,001;0,0;0,0448303
116,200;5,204;0,055;0,020;0,1242375;0,001;4,687E-4;0,0;0,0390320;116,200;3,168;0,031;-0,029;0,0756375;7,500E-4;-7,031E-4;0,5;0,5316010;116,200;4,346;0,059;0,020;0,1037625;0,001;4,687E-4;0,1;0,0938110;116,200;5,250;0,043;-0,147;0,1253250;0,001;-0,004;0,0;0,0469208
116,400;5,217;0,059;0,010;0,1245375;0,001;2,344E-4;0,0;0,0395813;116,400;3,175;0,020;-0,029;0,0757875;4,687E-4;-7,031E-4;0,5;0,5227814;116,400;4,361;0,071;0,020;0,1041000;0,002;4,687E-4;0,1;0,0513306;116,400;5,251;0,008;-0,088;0,1253625;1,875E-4;-0,002;0,0;0,0477600
116,600;5,228;0,059;-0,059;0,1248000;0,001;-0,001;0,0;0,0411682;116,600;3,176;0,020;0,029;0,0758250;4,687E-4;7,031E-4;0,3;0,3496094;116,600;4,375;0,067;7,286E-16;0,1044375;0,002;6,343E-17;0,0;0,0444794;116,600;5,253;0,008;-0,010;0,1254000;1,875E-4;-2,344E-4;0,0;0,0485535
116,800;5,240;0,035;-0,137;0,1251000;8,437E-4;-0,003;0,0;0,0423126;116,800;3,182;0,031;0,010;0,0759750;7,500E-4;2,344E-4;0,2;0,2138062;116,800;4,387;0,071;0,039;0,1047375;0,002;9,375E-4;0,0;0,0447083;116,800;5,254;0,004;-0,020;0,1254375;9,375E-5;-4,687E-4;0,0;0,0480194
117,000;5,242;0,004;-0,088;0,1251375;9,375E-5;-0,002;0,0;0,0428314;117,000;3,189;0,024;-0,029;0,0761250;5,625E-4;-7,031E-4;0,2;0,1806641;117,000;4,403;0,082;0,010;0,1051125;0,002;2,344E-4;0,1;0,0634155;117,000;5,254;0,000;-0,020;0,1254375;0,000;-4,687E-4;0,0;0,0478516
117,200;5,242;0,000;-0,010;0,1251375;0,000;-2,344E-4;0,0;0,0429535;117,200;3,192;0,020;0,010;0,0762000;4,688E-4;2,344E-4;0,1;0,1446838;117,200;4,420;0,075;-0,020;0,1055250;0,002;-4,688E-4;0,1;0,0658112;117,200;5,254;-0,004;-0,010;0,1254375;-9,375E-5;-2,344E-4;0,0;0,0474396
117,400;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0427856;117,400;3,197;0,027;0,029;0,0763125;6,562E-4;7,031E-4;0,1;0,1296539;117,400;4,433;0,075;0,020;0,1058250;0,002;4,688E-4;0,0;0,0488129;117,400;5,253;-0,004;0,010;0,1254000;-9,375E-5;2,344E-4;0,0;0,0468597
117,600;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0428772;117,600;3,203;0,031;0,010;0,0764625;7,500E-4;2,344E-4;0,1;0,1204224;117,600;4,450;0,082;0,010;0,1062375;0,002;2,344E-4;0,0;0,0443268;117,600;5,253;0,000;0,010;0,1254000;0,000;2,344E-4;0,0;0,0463867
117,800;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0425110;117,800;3,209;0,031;-0,029;0,0766125;7,500E-4;-7,031E-4;0,1;0,1104889;117,800;4,466;0,079;-0,010;0,1066125;0,002;-2,344E-4;0,0;0,0426178;117,800;5,253;0,000;;0,1254000;0,000;;0,0;0,0468140
118,000;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0425110;118,000;3,215;0,020;-0,029;0,0767625;4,687E-4;-7,031E-4;0,1;0,1104736;118,000;4,481;0,079;-0,010;0,1069875;0,002;-2,344E-4;0,0;0,0474396;;;;;;;;;
118,200;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0426941;118,200;3,217;0,020;0,029;0,0768000;4,687E-4;7,031E-4;0,1;0,1262054;118,200;4,497;0,075;-0,010;0,1073625;0,002;-2,344E-4;0,1;0,0696106;;;;;;;;;
118,400;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0425415;118,400;3,223;0,031;0,000;0,0769500;7,500E-4;0,000;0,2;0,1558075;118,400;4,511;0,075;0,020;0,1077000;0,002;4,687E-4;0,1;0,0514069;;;;;;;;;
118,600;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0429840;118,600;3,230;0,020;-0,029;0,0771000;4,687E-4;-7,031E-4;0,2;0,1743011;118,600;4,527;0,082;6,627E-15;0,1080750;0,002;7,156E-17;0,0;0,0411987;;;;;;;;;
118,800;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0426178;118,800;3,231;0,020;0,039;0,0771375;4,687E-4;9,375E-4;0,2;0,2472992;118,800;4,544;0,075;-0,020;0,1084875;0,002;-4,687E-4;0,0;0,0416565;;;;;;;;;
119,000;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0420380;119,000;3,237;0,035;0,039;0,0772875;8,437E-4;9,375E-4;0,5;0,5097809;119,000;4,557;0,075;0,020;0,1087875;0,002;4,687E-4;0,0;0,0458221;;;;;;;;;
119,200;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0424194;119,200;3,245;0,035;-0,020;0,0774750;8,437E-4;-4,688E-4;0,6;0,6296234;119,200;4,574;0,082;0,020;0,1092000;0,002;4,687E-4;0,1;0,0810089;;;;;;;;;
119,400;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0417938;119,400;3,252;0,027;-0,020;0,0776250;6,562E-4;-4,687E-4;0,9;0,8903503;119,400;4,590;0,082;0,010;0,1095750;0,002;2,344E-4;0,1;0,0635223;;;;;;;;;
119,600;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0417023;119,600;3,256;0,027;0,010;0,0777375;6,562E-4;2,344E-4;0,9;0,9281311;119,600;4,607;0,086;7,321E-15;0,1099875;0,002;1,756E-16;0,0;0,0437164;;;;;;;;;
119,800;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0421906;119,800;3,263;0,031;2,446E-15;0,0778875;7,500E-4;5,828E-17;0,7;0,6794891;119,800;4,624;0,082;7,667E-15;0,1104000;0,002;2,700E-16;0,0;0,0402527;;;;;;;;;
120,000;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0416412;120,000;3,269;0,027;-0,020;0,0780375;6,563E-4;-4,688E-4;0,5;0,4822235;120,000;4,640;0,086;0,010;0,1107750;0,002;2,344E-4;0,0;0,0396881;;;;;;;;;
120,200;5,242;0,000;;0,1251375;0,000;;0,0;0,0415497;120,200;3,274;0,024;0,020;0,0781500;5,625E-4;4,687E-4;0,3;0,2810364;120,200;4,659;0,086;-0,029;0,1112250;0,002;-7,031E-4;0,0;0,0468445;;;;;;;;;
;;;;;;;;;120,400;3,278;0,035;0,039;0,0782625;8,437E-4;9,375E-4;0,2;0,1661072;120,400;4,675;0,075;-0,020;0,1116000;0,002;-4,688E-4;0,0;0,0477448;;;;;;;;;
;;;;;;;;;120,600;3,288;0,039;-0,020;0,0784875;9,375E-4;-4,687E-4;0,2;0,1544495;120,600;4,689;0,079;0,010;0,1119375;0,002;2,344E-4;0,0;0,0425415;;;;;;;;;
;;;;;;;;;120,800;3,294;0,027;-0,020;0,0786375;6,563E-4;-4,687E-4;0,1;0,1354523;120,800;4,706;0,079;-0,029;0,1123500;0,002;-7,031E-4;0,0;0,0401611;;;;;;;;;
;;;;;;;;;121,000;3,299;0,031;0,020;0,0787500;7,500E-4;4,687E-4;0,1;0,1118469;121,000;4,720;0,067;-6,974E-15;0,1126875;0,002;-1,664E-16;0,0;0,0404053;;;;;;;;;
;;;;;;;;;121,200;3,307;0,035;-0,020;0,0789375;8,437E-4;-4,688E-4;0,1;0,1035004;121,200;4,733;0,079;0,049;0,1129875;0,002;0,001;0,1;0,0561066;;;;;;;;;
;;;;;;;;;121,400;3,313;0,024;-0,059;0,0790875;5,625E-4;-0,001;0,1;0,1040192;121,400;4,752;0,086;-5,551E-15;0,1134375;0,002;0,000;0,1;0,0639648;;;;;;;;;
;;;;;;;;;121,600;3,316;0,012;-6,765E-16;0,0791625;2,812E-4;-3,659E-17;0,1;0,1169891;121,600;4,767;0,079;-0,010;0,1138125;0,002;-2,344E-4;0,1;0,0522614;;;;;;;;;
;;;;;;;;;121,800;3,318;0,024;0,059;0,0792000;5,625E-4;0,001;0,1;0,1407776;121,800;4,783;0,082;1,252E-14;0,1141875;0,002;1,664E-16;0,0;0,0410461;;;;;;;;;
;;;;;;;;;122,000;3,325;0,035;0,020;0,0793875;8,437E-4;4,687E-4;0,2;0,2269592;122,000;4,800;0,079;-1,769E-15;0,1146000;0,002;-8,890E-17;0,0;0,0401001;;;;;;;;;
;;;;;;;;;122,200;3,332;0,031;-0,010;0,0795375;7,500E-4;-2,344E-4;0,3;0,3367004;122,200;4,814;0,082;0,010;0,1149375;0,002;2,344E-4;0,1;0,0512390;;;;;;;;;
;;;;;;;;;122,400;3,338;0,031;-0,010;0,0796875;7,500E-4;-2,344E-4;0,4;0,3519897;122,400;4,833;0,082;-0,020;0,1153875;0,002;-4,688E-4;0,1;0,0592804;;;;;;;;;
;;;;;;;;;122,600;3,344;0,027;-0,039;0,0798375;6,562E-4;-9,375E-4;0,3;0,2967377;122,600;4,847;0,075;1,769E-15;0,1157250;0,002;8,890E-17;0,0;0,0495453;;;;;;;;;
;;;;;;;;;122,800;3,349;0,016;-0,039;0,0799500;3,750E-4;-9,375E-4;0,3;0,2713470;122,800;4,863;0,082;-0,010;0,1161000;0,002;-2,344E-4;0,0;0,0411835;;;;;;;;;
;;;;;;;;;123,000;3,351;0,012;1,379E-15;0,0799875;2,813E-4;5,353E-17;0,2;0,2454376;123,000;4,880;0,071;-0,029;0,1165125;0,002;-7,031E-4;0,0;0,0388336;;;;;;;;;
;;;;;;;;;123,200;3,354;0,016;0,020;0,0800625;3,750E-4;4,687E-4;0,2;0,1956787;123,200;4,891;0,071;0,039;0,1167750;0,002;9,375E-4;0,0;0,0401154;;;;;;;;;
;;;;;;;;;123,400;3,357;0,020;0,029;0,0801375;4,688E-4;7,031E-4;0,1;0,1403961;123,400;4,909;0,086;0,029;0,1171875;0,002;7,031E-4;0,0;0,0436859;;;;;;;;;
;;;;;;;;;123,600;3,362;0,027;0,020;0,0802500;6,562E-4;4,687E-4;0,1;0,1201935;123,600;4,926;0,082;-0,010;0,1176000;0,002;-2,344E-4;0,0;0,0464172;;;;;;;;;
;;;;;;;;;123,800;3,368;0,027;-0,010;0,0804000;6,563E-4;-2,344E-4;0,1;0,1172028;123,800;4,942;0,082;-0,020;0,1179750;0,002;-4,687E-4;0,0;0,0399170;;;;;;;;;
;;;;;;;;;124,000;3,373;0,024;-0,010;0,0805125;5,625E-4;-2,344E-4;0,1;0,1133270;124,000;4,959;0,075;-0,039;0,1183875;0,002;-9,375E-4;0,0;0,0388336;;;;;;;;;
;;;;;;;;;124,200;3,377;0,024;-2,099E-15;0,0806250;5,625E-4;-5,014E-17;0,1;0,1096344;124,200;4,972;0,067;0,020;0,1186875;0,002;4,687E-4;0,0;0,0409546;;;;;;;;;
;;;;;;;;;124,400;3,382;0,024;-0,010;0,0807375;5,625E-4;-2,344E-4;0,1;0,1068573;124,400;4,986;0,082;0,039;0,1190250;0,002;9,375E-4;0,1;0,0525665;;;;;;;;;
;;;;;;;;;124,600;3,387;0,020;-0,020;0,0808500;4,688E-4;-4,687E-4;0,1;0,1116333;124,600;5,005;0,082;-0,010;0,1194750;0,002;-2,344E-4;0,1;0,0684662;;;;;;;;;
;;;;;;;;;124,800;3,390;0,016;1,743E-15;0,0809250;3,750E-4;4,161E-17;0,1;0,1169891;124,800;5,019;0,079;1,769E-15;0,1198125;0,002;8,890E-17;0,0;0,0455933;;;;;;;;;
;;;;;;;;;125,000;3,393;0,020;0,020;0,0810000;4,688E-4;4,687E-4;0,1;0,1259003;125,000;5,036;0,082;-0,010;0,1202250;0,002;-2,344E-4;0,0;0,0390015;;;;;;;;;
;;;;;;;;;125,200;3,398;0,024;-1,743E-15;0,0811125;5,625E-4;-4,161E-17;0,1;0,1309509;125,200;5,052;0,075;-1,769E-15;0,1206000;0,002;-8,890E-17;0,0;0,0380707;;;;;;;;;
;;;;;;;;;125,400;3,402;0,020;-0,020;0,0812250;4,688E-4;-4,687E-4;0,1;0,1431732;125,400;5,066;0,082;0,020;0,1209375;0,002;4,688E-4;0,0;0,0402527;;;;;;;;;
;;;;;;;;;125,600;3,405;0,016;1,743E-15;0,0813000;3,750E-4;4,161E-17;0,2;0,1576538;125,600;5,085;0,082;-0,039;0,1213875;0,002;-9,375E-4;0,0;0,0468903;;;;;;;;;
;;;;;;;;;125,800;3,409;0,020;0,020;0,0813750;4,688E-4;4,688E-4;0,2;0,2064362;125,800;5,099;0,067;-0,010;0,1217250;0,002;-2,344E-4;0,0;0,0435181;;;;;;;;;
;;;;;;;;;126,000;3,413;0,024;0,020;0,0814875;5,625E-4;4,687E-4;0,3;0,2756042;126,000;5,111;0,079;0,029;0,1220250;0,002;7,031E-4;0,0;0,0393982;;;;;;;;;
;;;;;;;;;126,200;3,418;0,027;0,010;0,0816000;6,562E-4;2,344E-4;0,4;0,3509064;126,200;5,130;0,079;-0,029;0,1224750;0,002;-7,031E-4;0,0;0,0383759;;;;;;;;;
;;;;;;;;;126,400;3,424;0,027;-0,020;0,0817500;6,562E-4;-4,687E-4;0,4;0,3535614;126,400;5,143;0,067;0,010;0,1227750;0,002;2,344E-4;0,0;0,0390015;;;;;;;;;
